playerID,trialID,groupID,nplayers,condition,questions.per.block,initial.rating,initial.decision.time,social.rating,social.decision.time,final.rating,final.decision.time,orientation,know.anyone,remember.initial.ratings,use.social.info,experiment.intent
3,89,1,10,Hands,10,27,4250,28,3281,36,2328,0,Prefer_not_to_answer,50,Both_social_and_individual,Social_influence
3,90,1,10,Hands,10,47,5359,70,3032,43,3250,0,Prefer_not_to_answer,50,Both_social_and_individual,Social_influence
4,91,1,10,Art,10,57,5250,91,3297,66,3344,1,Yes,83,Mostly_individual,Social_influence
4,92,1,10,Art,10,66,3750,85,4188,72,4734,1,Yes,83,Mostly_individual,Social_influence
4,93,1,10,Art,10,76,8422,38,3390,81,4172,1,Yes,83,Mostly_individual,Social_influence
4,94,1,10,Art,10,80,3688,18,3625,71,4828,1,Yes,83,Mostly_individual,Social_influence
4,95,1,10,Art,10,51,8796,94,3109,57,2812,1,Yes,83,Mostly_individual,Social_influence
4,96,1,10,Art,10,7,7735,24,3437,7,3094,1,Yes,83,Mostly_individual,Social_influence
4,97,1,10,Art,10,47,5047,42,2797,42,3516,1,Yes,83,Mostly_individual,Social_influence
4,98,1,10,Art,10,86,6375,35,4375,82,3828,1,Yes,83,Mostly_individual,Social_influence
4,99,1,10,Art,10,55,5953,44,3171,53,5219,1,Yes,83,Mostly_individual,Social_influence
4,100,1,10,Art,10,55,9031,65,5110,46,5156,1,Yes,83,Mostly_individual,Social_influence
4,101,1,10,Faces,10,37,5218,57,2453,42,3110,1,Yes,83,Mostly_individual,Social_influence
4,102,1,10,Faces,10,16,6719,40,1844,52,6813,1,Yes,83,Mostly_individual,Social_influence
4,103,1,10,Faces,10,24,11485,22,3953,35,4781,1,Yes,83,Mostly_individual,Social_influence
4,104,1,10,Faces,10,25,4969,5,2891,27,2516,1,Yes,83,Mostly_individual,Social_influence
4,105,1,10,Faces,10,52,6296,58,3156,57,4093,1,Yes,83,Mostly_individual,Social_influence
4,106,1,10,Faces,10,26,7718,44,4515,34,2672,1,Yes,83,Mostly_individual,Social_influence
4,107,1,10,Faces,10,60,5953,41,4078,60,4141,1,Yes,83,Mostly_individual,Social_influence
4,108,1,10,Faces,10,21,8812,0,3750,12,3594,1,Yes,83,Mostly_individual,Social_influence
4,109,1,10,Faces,10,7,4828,11,4047,15,3484,1,Yes,83,Mostly_individual,Social_influence
4,110,1,10,Faces,10,36,6875,51,2812,41,4625,1,Yes,83,Mostly_individual,Social_influence
4,111,1,10,Hands,10,29,5046,5,3172,41,3047,1,Yes,83,Mostly_individual,Social_influence
4,112,1,10,Hands,10,58,6578,16,3750,57,3844,1,Yes,83,Mostly_individual,Social_influence
4,113,1,10,Hands,10,26,7797,17,4234,46,9015,1,Yes,83,Mostly_individual,Social_influence
4,114,1,10,Hands,10,55,7156,14,2203,60,4485,1,Yes,83,Mostly_individual,Social_influence
4,115,1,10,Hands,10,59,6609,23,2875,57,3407,1,Yes,83,Mostly_individual,Social_influence
4,116,1,10,Hands,10,53,4937,36,2812,44,3282,1,Yes,83,Mostly_individual,Social_influence
4,117,1,10,Hands,10,55,9141,39,3062,56,3829,1,Yes,83,Mostly_individual,Social_influence
4,118,1,10,Hands,10,42,5250,52,3578,38,3062,1,Yes,83,Mostly_individual,Social_influence
4,119,1,10,Hands,10,31,7797,52,4031,41,2828,1,Yes,83,Mostly_individual,Social_influence
4,120,1,10,Hands,10,60,3766,70,3328,50,5265,1,Yes,83,Mostly_individual,Social_influence
5,121,1,10,Art,10,82,5625,67,3359,90,2750,0,Yes,60,Both_social_and_individual,Social_influence
5,122,1,10,Art,10,49,6891,62,1782,58,5765,0,Yes,60,Both_social_and_individual,Social_influence
5,123,1,10,Art,10,36,6187,77,1453,31,3594,0,Yes,60,Both_social_and_individual,Social_influence
5,124,1,10,Art,10,84,5469,18,2063,81,4828,0,Yes,60,Both_social_and_individual,Social_influence
5,125,1,10,Art,10,37,8000,94,2375,36,4579,0,Yes,60,Both_social_and_individual,Social_influence
5,126,1,10,Art,10,50,8063,80,3437,50,7328,0,Yes,60,Both_social_and_individual,Social_influence
5,127,1,10,Art,10,57,4344,42,3266,33,3610,0,Yes,60,Both_social_and_individual,Social_influence
5,128,1,10,Art,10,62,6031,70,1875,68,4218,0,Yes,60,Both_social_and_individual,Social_influence
5,129,1,10,Art,10,72,13156,15,2313,25,13609,0,Yes,60,Both_social_and_individual,Social_influence
5,130,1,10,Art,10,72,12031,53,2843,75,3218,0,Yes,60,Both_social_and_individual,Social_influence
5,131,1,10,Faces,10,29,7719,30,3500,27,5016,0,Yes,60,Both_social_and_individual,Social_influence
5,132,1,10,Faces,10,32,5641,2,3219,33,6968,0,Yes,60,Both_social_and_individual,Social_influence
5,133,1,10,Faces,10,6,11016,6,2000,12,3484,0,Yes,60,Both_social_and_individual,Social_influence
5,134,1,10,Faces,10,11,5734,28,2484,23,2969,0,Yes,60,Both_social_and_individual,Social_influence
5,135,1,10,Faces,10,62,5890,53,2046,56,4890,0,Yes,60,Both_social_and_individual,Social_influence
5,136,1,10,Faces,10,65,9891,62,2781,77,3922,0,Yes,60,Both_social_and_individual,Social_influence
5,137,1,10,Faces,10,29,12860,64,3047,30,5359,0,Yes,60,Both_social_and_individual,Social_influence
5,138,1,10,Faces,10,11,8125,15,2015,5,3657,0,Yes,60,Both_social_and_individual,Social_influence
5,139,1,10,Faces,10,3,11921,29,2469,2,2843,0,Yes,60,Both_social_and_individual,Social_influence
5,140,1,10,Faces,10,15,14437,51,2484,25,6907,0,Yes,60,Both_social_and_individual,Social_influence
5,141,1,10,Hands,10,78,6422,5,3047,62,4265,0,Yes,60,Both_social_and_individual,Social_influence
5,142,1,10,Hands,10,26,9656,56,2484,48,6781,0,Yes,60,Both_social_and_individual,Social_influence
5,143,1,10,Hands,10,56,14578,17,8532,54,8844,0,Yes,60,Both_social_and_individual,Social_influence
5,144,1,10,Hands,10,16,6078,52,3641,35,3078,0,Yes,60,Both_social_and_individual,Social_influence
5,145,1,10,Hands,10,20,5422,5,2156,63,10750,0,Yes,60,Both_social_and_individual,Social_influence
5,146,1,10,Hands,10,43,10485,13,2641,56,4922,0,Yes,60,Both_social_and_individual,Social_influence
5,147,1,10,Hands,10,57,10625,21,1985,47,6235,0,Yes,60,Both_social_and_individual,Social_influence
5,148,1,10,Hands,10,15,5594,29,4828,34,2750,0,Yes,60,Both_social_and_individual,Social_influence
5,149,1,10,Hands,10,25,13140,52,2891,28,5000,0,Yes,60,Both_social_and_individual,Social_influence
5,150,1,10,Hands,10,53,8781,70,1844,59,7797,0,Yes,60,Both_social_and_individual,Social_influence
6,151,1,10,Art,10,70,9609,54,3750,70,2562,2,No,70,Mostly_individual,Social_influence
6,152,1,10,Art,10,94,9078,71,4984,99,5468,2,No,70,Mostly_individual,Social_influence
6,153,1,10,Art,10,78,7797,74,3688,84,5563,2,No,70,Mostly_individual,Social_influence
6,154,1,10,Art,10,51,8078,55,7516,54,3735,2,No,70,Mostly_individual,Social_influence
6,155,1,10,Art,10,84,13906,59,3281,85,3141,2,No,70,Mostly_individual,Social_influence
6,156,1,10,Art,10,81,6969,73,2672,76,5547,2,No,70,Mostly_individual,Social_influence
6,157,1,10,Art,10,58,12531,71,3562,56,2719,2,No,70,Mostly_individual,Social_influence
6,158,1,10,Art,10,87,5750,67,3609,83,6594,2,No,70,Mostly_individual,Social_influence
6,159,1,10,Art,10,64,8859,43,7578,61,9078,2,No,70,Mostly_individual,Social_influence
6,160,1,10,Art,10,75,7250,75,4922,67,3031,2,No,70,Mostly_individual,Social_influence
6,161,1,10,Faces,10,45,9125,57,4703,40,4203,2,No,70,Mostly_individual,Social_influence
6,162,1,10,Faces,10,38,5171,2,3813,42,5547,2,No,70,Mostly_individual,Social_influence
6,163,1,10,Faces,10,44,8140,20,5766,45,3328,2,No,70,Mostly_individual,Social_influence
6,164,1,10,Faces,10,27,7375,5,2922,25,3422,2,No,70,Mostly_individual,Social_influence
6,165,1,10,Faces,10,46,5750,11,5954,45,3812,2,No,70,Mostly_individual,Social_influence
6,166,1,10,Faces,10,18,6312,21,2469,28,4375,2,No,70,Mostly_individual,Social_influence
6,167,1,10,Faces,10,45,12703,43,5234,53,3938,2,No,70,Mostly_individual,Social_influence
6,168,1,10,Faces,10,52,10000,0,3344,43,3625,2,No,70,Mostly_individual,Social_influence
6,169,1,10,Faces,10,23,7141,29,2688,20,5922,2,No,70,Mostly_individual,Social_influence
6,170,1,10,Faces,10,58,5954,43,5797,57,3140,2,No,70,Mostly_individual,Social_influence
6,171,1,10,Hands,10,56,3813,39,2063,44,3047,2,No,70,Mostly_individual,Social_influence
6,172,1,10,Hands,10,46,12047,16,9906,64,5813,2,No,70,Mostly_individual,Social_influence
6,173,1,10,Hands,10,32,8844,17,6922,39,6797,2,No,70,Mostly_individual,Social_influence
6,174,1,10,Hands,10,33,4844,14,1671,29,3953,2,No,70,Mostly_individual,Social_influence
6,175,1,10,Hands,10,44,5125,53,2141,40,4093,2,No,70,Mostly_individual,Social_influence
6,176,1,10,Hands,10,38,10047,54,5547,37,3765,2,No,70,Mostly_individual,Social_influence
6,177,1,10,Hands,10,63,9250,56,2250,66,3109,2,No,70,Mostly_individual,Social_influence
6,178,1,10,Hands,10,41,5781,3,2750,40,5156,2,No,70,Mostly_individual,Social_influence
6,179,1,10,Hands,10,53,10531,6,7188,64,5938,2,No,70,Mostly_individual,Social_influence
6,180,1,10,Hands,10,62,7797,54,1828,74,3391,2,No,70,Mostly_individual,Social_influence
7,181,1,10,Art,10,58,5953,91,2547,58,1985,1,Yes,94,Both_social_and_individual,Non_social_influence
7,182,1,10,Art,10,55,7422,85,2719,63,3016,1,Yes,94,Both_social_and_individual,Non_social_influence
7,183,1,10,Art,10,58,6765,38,2781,54,2031,1,Yes,94,Both_social_and_individual,Non_social_influence
7,184,1,10,Art,10,51,8000,18,3125,51,3000,1,Yes,94,Both_social_and_individual,Non_social_influence
7,185,1,10,Art,10,42,7421,94,6219,43,2187,1,Yes,94,Both_social_and_individual,Non_social_influence
7,186,1,10,Art,10,24,8766,16,1547,17,2469,1,Yes,94,Both_social_and_individual,Non_social_influence
7,187,1,10,Art,10,59,7391,71,2156,68,3844,1,Yes,94,Both_social_and_individual,Non_social_influence
7,188,1,10,Art,10,78,5937,35,2578,79,2188,1,Yes,94,Both_social_and_individual,Non_social_influence
7,189,1,10,Art,10,57,12984,15,6359,54,6906,1,Yes,94,Both_social_and_individual,Non_social_influence
7,190,1,10,Art,10,55,12937,75,2359,60,3985,1,Yes,94,Both_social_and_individual,Non_social_influence
7,191,1,10,Faces,10,57,14906,27,2532,53,4828,1,Yes,94,Both_social_and_individual,Non_social_influence
7,192,1,10,Faces,10,21,6438,2,1890,17,4141,1,Yes,94,Both_social_and_individual,Non_social_influence
7,193,1,10,Faces,10,38,10829,21,2469,43,3032,1,Yes,94,Both_social_and_individual,Non_social_influence
7,194,1,10,Faces,10,15,3953,5,1734,12,2750,1,Yes,94,Both_social_and_individual,Non_social_influence
7,195,1,10,Faces,10,46,4547,11,1312,30,2812,1,Yes,94,Both_social_and_individual,Non_social_influence
7,196,1,10,Faces,10,39,3687,42,1859,35,2344,1,Yes,94,Both_social_and_individual,Non_social_influence
7,197,1,10,Faces,10,44,12328,22,6313,47,2688,1,Yes,94,Both_social_and_individual,Non_social_influence
7,198,1,10,Faces,10,8,8578,0,2812,6,2094,1,Yes,94,Both_social_and_individual,Non_social_influence
7,199,1,10,Faces,10,28,9360,27,3968,40,2985,1,Yes,94,Both_social_and_individual,Non_social_influence
7,200,1,10,Faces,10,31,6015,29,2094,39,2297,1,Yes,94,Both_social_and_individual,Non_social_influence
7,201,1,10,Hands,10,32,8079,42,1468,23,3344,1,Yes,94,Both_social_and_individual,Non_social_influence
7,202,1,10,Hands,10,55,11500,16,2484,45,8469,1,Yes,94,Both_social_and_individual,Non_social_influence
7,203,1,10,Hands,10,37,30047,67,6782,39,4703,1,Yes,94,Both_social_and_individual,Non_social_influence
7,204,1,10,Hands,10,47,9297,52,1922,48,3562,1,Yes,94,Both_social_and_individual,Non_social_influence
7,205,1,10,Hands,10,47,8484,5,2532,41,6375,1,Yes,94,Both_social_and_individual,Non_social_influence
7,206,1,10,Hands,10,56,10079,35,4265,56,2765,1,Yes,94,Both_social_and_individual,Non_social_influence
7,207,1,10,Hands,10,48,13687,21,3000,47,3391,1,Yes,94,Both_social_and_individual,Non_social_influence
7,208,1,10,Hands,10,52,20188,25,4594,51,4547,1,Yes,94,Both_social_and_individual,Non_social_influence
7,209,1,10,Hands,10,28,10203,52,2954,29,2844,1,Yes,94,Both_social_and_individual,Non_social_influence
7,210,1,10,Hands,10,68,10969,67,1797,55,7016,1,Yes,94,Both_social_and_individual,Non_social_influence
8,211,1,10,Art,10,51,7797,57,2375,60,2813,2,Yes,86,Mostly_individual,Social_influence
8,212,1,10,Art,10,51,5171,61,3125,74,4484,2,Yes,86,Mostly_individual,Social_influence
8,213,1,10,Art,10,73,5078,77,2312,72,2485,2,Yes,86,Mostly_individual,Social_influence
8,214,1,10,Art,10,72,5250,53,3000,71,3187,2,Yes,86,Mostly_individual,Social_influence
8,215,1,10,Art,10,76,6922,60,8203,84,2187,2,Yes,86,Mostly_individual,Social_influence
8,216,1,10,Art,10,59,10078,80,2125,54,2703,2,Yes,86,Mostly_individual,Social_influence
8,217,1,10,Art,10,39,3688,57,5297,45,7531,2,Yes,86,Mostly_individual,Social_influence
8,218,1,10,Art,10,72,8656,91,1891,80,2375,2,Yes,86,Mostly_individual,Social_influence
8,219,1,10,Art,10,42,8078,45,1890,48,10453,2,Yes,86,Mostly_individual,Social_influence
8,220,1,10,Art,10,51,5844,65,1875,53,4750,2,Yes,86,Mostly_individual,Social_influence
8,221,1,10,Faces,10,5,5485,33,2594,8,4000,2,Yes,86,Mostly_individual,Social_influence
8,222,1,10,Faces,10,14,3875,40,2750,8,7125,2,Yes,86,Mostly_individual,Social_influence
8,223,1,10,Faces,10,8,6000,24,2359,7,3391,2,Yes,86,Mostly_individual,Social_influence
8,224,1,10,Faces,10,36,3907,45,1344,0,9781,2,Yes,86,Mostly_individual,Social_influence
8,225,1,10,Faces,10,23,5906,58,1828,40,3469,2,Yes,86,Mostly_individual,Social_influence
8,226,1,10,Faces,10,19,5359,67,2360,36,6375,2,Yes,86,Mostly_individual,Social_influence
8,227,1,10,Faces,10,26,8203,45,4281,15,2829,2,Yes,86,Mostly_individual,Social_influence
8,228,1,10,Faces,10,1,4719,16,2125,1,7062,2,Yes,86,Mostly_individual,Social_influence
8,229,1,10,Faces,10,2,4609,29,3062,7,2734,2,Yes,86,Mostly_individual,Social_influence
8,230,1,10,Faces,10,13,5203,31,1625,11,3938,2,Yes,86,Mostly_individual,Social_influence
8,231,1,10,Hands,10,49,10547,40,1078,35,5750,2,Yes,86,Mostly_individual,Social_influence
8,232,1,10,Hands,10,12,5437,56,2594,40,14312,2,Yes,86,Mostly_individual,Social_influence
8,233,1,10,Hands,10,18,13953,41,6359,18,7875,2,Yes,86,Mostly_individual,Social_influence
8,234,1,10,Hands,10,19,8125,14,1547,11,3938,2,Yes,86,Mostly_individual,Social_influence
8,235,1,10,Hands,10,25,5515,53,2203,36,4891,2,Yes,86,Mostly_individual,Social_influence
8,236,1,10,Hands,10,44,13437,37,2000,52,8407,2,Yes,86,Mostly_individual,Social_influence
8,237,1,10,Hands,10,31,5922,60,4328,34,3578,2,Yes,86,Mostly_individual,Social_influence
8,238,1,10,Hands,10,53,3375,48,3531,66,3828,2,Yes,86,Mostly_individual,Social_influence
8,239,1,10,Hands,10,16,6219,6,4829,11,6422,2,Yes,86,Mostly_individual,Social_influence
8,240,1,10,Hands,10,51,15406,70,2516,45,18437,2,Yes,86,Mostly_individual,Social_influence
9,241,1,10,Art,10,100,8969,65,2078,100,3453,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,242,1,10,Art,10,55,7375,85,3407,54,3515,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,243,1,10,Art,10,62,3750,38,3719,56,2672,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,244,1,10,Art,10,56,4688,55,5110,56,5938,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,245,1,10,Art,10,70,12750,94,5703,69,9203,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,246,1,10,Art,10,25,12500,80,3172,23,5406,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,247,1,10,Art,10,69,4079,53,5266,73,10906,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,248,1,10,Art,10,83,6297,68,3891,83,7688,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,249,1,10,Art,10,42,11687,15,5157,43,11078,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,250,1,10,Art,10,55,12609,53,2797,40,6344,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,251,1,10,Faces,10,57,13547,27,4516,57,5406,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,252,1,10,Faces,10,43,19296,18,2641,43,7688,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,253,1,10,Faces,10,34,9594,21,5156,39,7375,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,254,1,10,Faces,10,31,12969,26,2969,32,8937,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,255,1,10,Faces,10,45,13985,58,2234,42,5266,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,256,1,10,Faces,10,54,28875,18,3593,57,3984,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,257,1,10,Faces,10,68,18109,40,6766,64,9672,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,258,1,10,Faces,10,5,8875,16,3265,7,4859,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,259,1,10,Faces,10,11,9843,1,7000,6,5219,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,260,1,10,Faces,10,18,9219,9,5828,26,5094,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
9,261,1,10,Hands,10,76,9234,5,6062,76,5672,0,Prefer_not_to_answer,90,Mostly_individual,Social_influence
